"CHASSIS_NUMBER","SALES_DEALER_ID","SALE_DATE","SALE_PRICE"
"CH00052696","DEALER_087","2020-01-01",59627.04
"CH00052745","DEALER_087","2020-01-01",112373.25
"CH00052773","DEALER_087","2020-01-01",74918.83
"CH00052843","DEALER_088","2020-01-01",107835.23
"CH00052852","DEALER_088","2020-01-01",74584.00
"CH00052860","DEALER_088","2020-01-01",74690.91
"CH00052905","DEALER_088","2020-01-01",63689.97
"CH00052915","DEALER_088","2020-01-01",117138.13
"CH00053018","DEALER_088","2020-01-01",67966.76
"CH00053055","DEALER_088","2020-01-01",120107.09
"CH00053073","DEALER_088","2020-01-01",129621.76
"CH00053110","DEALER_088","2020-01-01",118186.83
"CH00053115","DEALER_088","2020-01-01",69697.13
"CH00053150","DEALER_088","2020-01-01",61725.69
"CH00053153","DEALER_088","2020-01-01",129103.74
"CH00053162","DEALER_088","2020-01-01",69711.72
"CH00053174","DEALER_088","2020-01-01",68056.08
"CH00053204","DEALER_088","2020-01-01",68338.57
"CH00053230","DEALER_088","2020-01-01",207375.12
"CH00053311","DEALER_088","2020-01-01",56702.71
"CH00053345","DEALER_088","2020-01-01",113022.15
"CH00053353","DEALER_088","2020-01-01",69577.00
"CH00053389","DEALER_088","2020-01-01",102922.18
"CH00053412","DEALER_089","2020-01-01",111031.31
"CH00053439","DEALER_089","2020-01-01",207870.83
"CH00053531","DEALER_089","2020-01-01",66091.94
"CH00053575","DEALER_089","2020-01-01",65281.68
"CH00053576","DEALER_089","2020-01-01",76801.05
"CH00053581","DEALER_089","2020-01-01",63874.73
"CH00053598","DEALER_089","2020-01-01",80939.50
"CH00053609","DEALER_089","2020-01-01",55068.56
"CH00053656","DEALER_089","2020-01-01",244242.56
"CH00053665","DEALER_089","2020-01-01",68012.98
"CH00053681","DEALER_089","2020-01-01",65406.92
"CH00053715","DEALER_089","2020-01-01",114910.14
"CH00053725","DEALER_089","2020-01-01",147944.51
"CH00053755","DEALER_089","2020-01-01",122083.20
"CH00053787","DEALER_089","2020-01-01",190057.99
"CH00053793","DEALER_089","2020-01-01",56632.18
"CH00053859","DEALER_089","2020-01-01",166284.06
"CH00053923","DEALER_089","2020-01-01",138322.53
"CH00053987","DEALER_089","2020-01-01",63643.15
"CH00053999","DEALER_089","2020-01-01",70268.60
"CH00054025","DEALER_089","2020-01-01",58470.40
"CH00054040","DEALER_090","2020-01-01",63754.84
"CH00054109","DEALER_090","2020-01-01",70353.44
"CH00054110","DEALER_090","2020-01-01",118901.47
"CH00054144","DEALER_090","2020-01-01",126524.45
"CH00054171","DEALER_090","2020-01-01",54798.38
"CH00054256","DEALER_090","2020-01-01",165990.24
"CH00054309","DEALER_090","2020-01-01",193543.34
"CH00054319","DEALER_090","2020-01-01",68656.52
"CH00054388","DEALER_090","2020-01-01",55582.42
"CH00054400","DEALER_090","2020-01-01",81131.67
"CH00054423","DEALER_090","2020-01-01",225879.30
"CH00054470","DEALER_090","2020-01-01",131849.64
"CH00054478","DEALER_090","2020-01-01",71956.60
"CH00054530","DEALER_090","2020-01-01",113039.54
"CH00054539","DEALER_090","2020-01-01",107464.24
"CH00054543","DEALER_090","2020-01-01",61320.15
"CH00054592","DEALER_091","2020-01-01",208402.89
"CH00054624","DEALER_091","2020-01-01",118578.76
"CH00054683","DEALER_091","2020-01-01",209416.21
"CH00054700","DEALER_091","2020-01-01",132343.84
"CH00054702","DEALER_091","2020-01-01",65825.37
"CH00054745","DEALER_091","2020-01-01",60717.67
"CH00054752","DEALER_091","2020-01-01",76282.65
"CH00054755","DEALER_091","2020-01-01",210591.53
"CH00054761","DEALER_091","2020-01-01",72387.55
"CH00054765","DEALER_091","2020-01-01",80072.17
"CH00054798","DEALER_091","2020-01-01",202819.15
"CH00054833","DEALER_091","2020-01-01",111899.78
"CH00054891","DEALER_091","2020-01-01",56482.69
"CH00054892","DEALER_091","2020-01-01",63841.88
"CH00054944","DEALER_091","2020-01-01",124157.91
"CH00054949","DEALER_091","2020-01-01",59973.45
"CH00055001","DEALER_091","2020-01-01",56461.34
"CH00055015","DEALER_091","2020-01-01",76656.50
"CH00055043","DEALER_092","2020-01-01",57101.63
"CH00055109","DEALER_092","2020-01-01",63668.06
"CH00055121","DEALER_092","2020-01-01",67348.44
"CH00055139","DEALER_092","2020-01-01",62016.61
"CH00055168","DEALER_092","2020-01-01",64813.15
"CH00055214","DEALER_092","2020-01-01",111885.64
"CH00055254","DEALER_092","2020-01-01",198001.35
"CH00055321","DEALER_092","2020-01-01",166572.81
"CH00055340","DEALER_092","2020-01-01",59865.59
"CH00055343","DEALER_092","2020-01-01",119018.62
"CH00055345","DEALER_092","2020-01-01",130128.35
"CH00055373","DEALER_092","2020-01-01",109248.98
"CH00055455","DEALER_092","2020-01-01",132372.16
"CH00055473","DEALER_092","2020-01-01",68436.13
"CH00055487","DEALER_092","2020-01-01",139560.82
"CH00055566","DEALER_092","2020-01-01",81705.76
"CH00055666","DEALER_093","2020-01-01",68878.01
"CH00055742","DEALER_093","2020-01-01",165576.03
"CH00055836","DEALER_093","2020-01-01",75022.24
"CH00055981","DEALER_093","2020-01-01",115524.53
"CH00056002","DEALER_093","2020-01-01",126881.14
"CH00056027","DEALER_093","2020-01-01",64151.69
"CH00056079","DEALER_093","2020-01-01",73527.41
"CH00056086","DEALER_093","2020-01-01",187307.73
"CH00056110","DEALER_093","2020-01-01",120908.85
"CH00056134","DEALER_093","2020-01-01",117343.84
"CH00056210","DEALER_093","2020-01-01",132651.52
"CH00056253","DEALER_094","2020-01-01",78853.11
"CH00056278","DEALER_094","2020-01-01",242917.27
"CH00056314","DEALER_094","2020-01-01",70087.84
"CH00056319","DEALER_094","2020-01-01",145329.01
"CH00056334","DEALER_094","2020-01-01",129528.72
"CH00056378","DEALER_094","2020-01-01",201178.19
"CH00056417","DEALER_094","2020-01-01",60215.00
"CH00056612","DEALER_094","2020-01-01",113769.89
"CH00056628","DEALER_094","2020-01-01",67165.69
"CH00056629","DEALER_094","2020-01-01",64034.44
"CH00056646","DEALER_094","2020-01-01",128609.12
"CH00056780","DEALER_094","2020-01-01",108489.33
"CH00056801","DEALER_094","2020-01-01",183202.15
"CH00056977","DEALER_095","2020-01-01",126140.53
"CH00056978","DEALER_095","2020-01-01",62882.51
"CH00056983","DEALER_095","2020-01-01",203065.41
"CH00057157","DEALER_095","2020-01-01",135731.40
"CH00057173","DEALER_095","2020-01-01",64343.40
"CH00057195","DEALER_095","2020-01-01",54769.96
"CH00057199","DEALER_095","2020-01-01",175299.66
"CH00057208","DEALER_095","2020-01-01",133511.94
"CH00057249","DEALER_095","2020-01-01",66440.23
"CH00057339","DEALER_095","2020-01-01",62307.99
"CH00057408","DEALER_095","2020-01-01",64123.16
"CH00057420","DEALER_096","2020-01-01",108821.94
"CH00057422","DEALER_096","2020-01-01",117674.94
"CH00057447","DEALER_096","2020-01-01",198591.86
"CH00057451","DEALER_096","2020-01-01",65109.57
"CH00057452","DEALER_096","2020-01-01",201794.00
"CH00057470","DEALER_096","2020-01-01",119930.14
"CH00057543","DEALER_096","2020-01-01",68477.67
"CH00057562","DEALER_096","2020-01-01",55649.75
"CH00057586","DEALER_096","2020-01-01",137863.83
"CH00057604","DEALER_096","2020-01-01",105331.57
"CH00057616","DEALER_096","2020-01-01",124663.39
"CH00057619","DEALER_096","2020-01-01",78863.61
"CH00057625","DEALER_096","2020-01-01",181917.28
"CH00057677","DEALER_096","2020-01-01",102877.80
"CH00057682","DEALER_096","2020-01-01",81410.85
"CH00057713","DEALER_096","2020-01-01",129322.34
"CH00057721","DEALER_096","2020-01-01",56851.90
"CH00057730","DEALER_096","2020-01-01",58935.28
"CH00057785","DEALER_096","2020-01-01",135311.26
"CH00057787","DEALER_096","2020-01-01",137424.68
"CH00057849","DEALER_096","2020-01-01",69845.46
"CH00057877","DEALER_096","2020-01-01",249649.92
"CH00058060","DEALER_097","2020-01-01",194186.60
"CH00058133","DEALER_097","2020-01-01",227843.53
"CH00058140","DEALER_097","2020-01-01",69098.24
"CH00058187","DEALER_097","2020-01-01",56657.42
"CH00058210","DEALER_097","2020-01-01",128826.34
"CH00058264","DEALER_097","2020-01-01",68196.16
"CH00058284","DEALER_097","2020-01-01",63842.65
"CH00058289","DEALER_097","2020-01-01",63543.76
"CH00058310","DEALER_097","2020-01-01",115723.60
"CH00058328","DEALER_097","2020-01-01",131672.74
"CH00058342","DEALER_097","2020-01-01",135895.29
"CH00058370","DEALER_097","2020-01-01",73445.48
"CH00058446","DEALER_097","2020-01-01",55757.47
"CH00058512","DEALER_098","2020-01-01",202428.65
"CH00058518","DEALER_098","2020-01-01",146211.78
"CH00058553","DEALER_098","2020-01-01",55947.74
"CH00058583","DEALER_098","2020-01-01",64012.69
"CH00058594","DEALER_098","2020-01-01",113503.23
"CH00058649","DEALER_098","2020-01-01",181823.19
"CH00058669","DEALER_098","2020-01-01",64931.05
"CH00058691","DEALER_098","2020-01-01",125967.20
"CH00058712","DEALER_098","2020-01-01",130704.55
"CH00058729","DEALER_098","2020-01-01",129639.75
"CH00058733","DEALER_098","2020-01-01",149161.66
"CH00058776","DEALER_098","2020-01-01",123487.11
"CH00058790","DEALER_098","2020-01-01",136730.26
"CH00058919","DEALER_098","2020-01-01",179527.83
"CH00059186","DEALER_099","2020-01-01",66050.73
"CH00059219","DEALER_099","2020-01-01",70209.88
"CH00059249","DEALER_099","2020-01-01",67360.15
"CH00059275","DEALER_099","2020-01-01",106199.27
"CH00059277","DEALER_099","2020-01-01",69399.24
"CH00059355","DEALER_099","2020-01-01",65870.02
"CH00059362","DEALER_099","2020-01-01",63351.61
"CH00059413","DEALER_099","2020-01-01",73971.65
"CH00059475","DEALER_099","2020-01-01",148183.59
"CH00059495","DEALER_100","2020-01-01",60263.55
"CH00059511","DEALER_100","2020-01-01",191793.49
"CH00059567","DEALER_100","2020-01-01",135428.06
"CH00059595","DEALER_100","2020-01-01",118874.86
"CH00059660","DEALER_100","2020-01-01",57585.05
"CH00059682","DEALER_100","2020-01-01",69470.58
"CH00059744","DEALER_100","2020-01-01",74232.32
"CH00059814","DEALER_100","2020-01-01",68097.64
"CH00059849","DEALER_100","2020-01-01",62695.85
"CH00059871","DEALER_100","2020-01-01",234450.67
"CH00059877","DEALER_100","2020-01-01",75149.03
"CH00059910","DEALER_100","2020-01-01",105797.61
"CH00017850","DEALER_013","2020-01-02",206623.86
"CH00041103","DEALER_061","2020-01-02",103612.93
"CH00048996","DEALER_078","2020-01-02",113766.68
"CH00058219","DEALER_097","2020-01-02",69502.05
"CH00057512","DEALER_096","2020-01-03",56662.36
"CH00010311","DEALER_001","2020-01-04",56379.19
"CH00041827","DEALER_062","2020-01-04",103809.98
"CH00010979","DEALER_002","2020-01-05",125255.31
"CH00021502","DEALER_020","2020-01-05",79965.73
"CH00035047","DEALER_049","2020-01-05",209896.57
"CH00039912","DEALER_058","2020-01-06",198140.66
"CH00051333","DEALER_084","2020-01-06",131158.80
"CH00010408","DEALER_001","2020-01-07",116406.16
"CH00039708","DEALER_058","2020-01-07",246941.85
"CH00034018","DEALER_047","2020-01-08",60870.34
"CH00049610","DEALER_080","2020-01-08",119429.26
"CH00045339","DEALER_070","2020-01-09",120918.53
"CH00055165","DEALER_092","2020-01-09",75582.00
"CH00054931","DEALER_091","2020-01-10",138016.20
"CH00010475","DEALER_001","2020-01-11",148680.69
"CH00058377","DEALER_097","2020-01-11",137898.63
"CH00059360","DEALER_099","2020-01-12",63320.68
"CH00041534","DEALER_062","2020-01-13",125232.00
"CH00039154","DEALER_056","2020-01-14",67597.61
"CH00015970","DEALER_010","2020-01-15",254077.78
"CH00038996","DEALER_056","2020-01-15",103913.39
"CH00040730","DEALER_060","2020-01-15",140207.53
"CH00049945","DEALER_081","2020-01-15",118521.19
"CH00052139","DEALER_086","2020-01-15",65818.27
"CH00057610","DEALER_096","2020-01-15",233407.91
"CH00057256","DEALER_095","2020-01-16",111812.49
"CH00019324","DEALER_016","2020-01-17",116259.62
"CH00032982","DEALER_045","2020-01-17",126285.14
"CH00038344","DEALER_055","2020-01-18",108937.31
"CH00014306","DEALER_008","2020-01-19",54650.15
"CH00031145","DEALER_040","2020-01-19",62937.46
"CH00043644","DEALER_066","2020-01-19",73350.49
"CH00054404","DEALER_090","2020-01-19",147578.70
"CH00029889","DEALER_037","2020-01-21",242764.00
"CH00048434","DEALER_077","2020-01-21",131601.33
"CH00050208","DEALER_081","2020-01-21",117268.91
"CH00016362","DEALER_011","2020-01-22",75651.33
"CH00035869","DEALER_051","2020-01-22",79943.85
"CH00052098","DEALER_086","2020-01-22",113050.50
"CH00017962","DEALER_014","2020-01-23",241732.48
"CH00019194","DEALER_016","2020-01-23",61251.09
"CH00034246","DEALER_047","2020-01-24",230121.83
"CH00046886","DEALER_073","2020-01-24",112863.30
"CH00033188","DEALER_045","2020-01-25",77281.41
"CH00050527","DEALER_082","2020-01-25",64390.20
"CH00031030","DEALER_040","2020-01-27",54499.89
"CH00034851","DEALER_048","2020-01-29",178840.14
"CH00040560","DEALER_060","2020-01-29",67756.80
"CH00041484","DEALER_062","2020-01-29",129642.38
"CH00054219","DEALER_090","2020-01-31",109675.24
"CH00019576","DEALER_017","2020-02-01",107261.61
"CH00052916","DEALER_088","2020-02-02",56514.73
"CH00022488","DEALER_022","2020-02-03",66726.04
"CH00031208","DEALER_040","2020-02-03",60996.80
"CH00018674","DEALER_015","2020-02-05",68829.54
"CH00043875","DEALER_067","2020-02-05",249858.15
"CH00012453","DEALER_004","2020-02-06",61764.92
"CH00022902","DEALER_023","2020-02-06",135079.85
"CH00033955","DEALER_047","2020-02-06",57340.28
"CH00016326","DEALER_011","2020-02-07",105281.60
"CH00033755","DEALER_046","2020-02-07",126714.19
"CH00040727","DEALER_060","2020-02-07",183672.31
"CH00051665","DEALER_085","2020-02-07",56180.83
"CH00024931","DEALER_026","2020-02-08",211366.33
"CH00017128","DEALER_012","2020-02-09",74041.78
"CH00039060","DEALER_056","2020-02-09",64950.56
"CH00047287","DEALER_074","2020-02-09",125581.91
"CH00030591","DEALER_039","2020-02-10",74824.52
"CH00036254","DEALER_051","2020-02-10",125344.45
"CH00037907","DEALER_054","2020-02-10",171570.68
"CH00049229","DEALER_079","2020-02-10",56252.98
"CH00059094","DEALER_099","2020-02-10",133956.78
"CH00059492","DEALER_100","2020-02-10",122356.29
"CH00010689","DEALER_002","2020-02-11",63425.36
"CH00021186","DEALER_019","2020-02-11",60595.53
"CH00041793","DEALER_062","2020-02-11",131400.24
"CH00010345","DEALER_001","2020-02-12",130552.29
"CH00023624","DEALER_024","2020-02-12",56457.78
"CH00029998","DEALER_038","2020-02-12",56701.06
"CH00050949","DEALER_083","2020-02-12",59458.71
"CH00013604","DEALER_007","2020-02-13",220019.27
"CH00015861","DEALER_010","2020-02-13",65776.28
"CH00018570","DEALER_015","2020-02-13",64116.50
"CH00032119","DEALER_043","2020-02-13",200330.45
"CH00037092","DEALER_053","2020-02-13",81120.71
"CH00012868","DEALER_005","2020-02-14",76163.50
"CH00028577","DEALER_035","2020-02-14",126567.83
"CH00034424","DEALER_048","2020-02-14",54757.92
"CH00044786","DEALER_068","2020-02-14",65535.18
"CH00048865","DEALER_078","2020-02-14",234975.96
"CH00048922","DEALER_078","2020-02-15",182149.60
"CH00016890","DEALER_012","2020-02-16",126358.89
"CH00034289","DEALER_047","2020-02-16",116130.17
"CH00023596","DEALER_024","2020-02-17",115364.26
"CH00043970","DEALER_067","2020-02-17",124795.96
"CH00012976","DEALER_005","2020-02-18",73380.65
"CH00013820","DEALER_007","2020-02-18",104927.50
"CH00026454","DEALER_030","2020-02-18",75535.02
"CH00030248","DEALER_038","2020-02-18",131722.32
"CH00046019","DEALER_071","2020-02-18",65294.39
"CH00019897","DEALER_017","2020-02-19",75466.85
"CH00043810","DEALER_066","2020-02-19",133122.37
"CH00024788","DEALER_026","2020-02-20",73700.40
"CH00027356","DEALER_032","2020-02-20",122384.75
"CH00036621","DEALER_052","2020-02-20",63542.43
"CH00050400","DEALER_082","2020-02-20",122766.21
"CH00053718","DEALER_089","2020-02-20",116451.53
"CH00029700","DEALER_037","2020-02-21",74968.48
"CH00040417","DEALER_059","2020-02-21",74017.87
"CH00012771","DEALER_005","2020-02-22",67290.03
"CH00029780","DEALER_037","2020-02-22",129614.09
"CH00033715","DEALER_046","2020-02-22",117111.56
"CH00050395","DEALER_082","2020-02-22",61116.54
"CH00017405","DEALER_013","2020-02-23",201326.03
"CH00035031","DEALER_049","2020-02-24",67791.43
"CH00042964","DEALER_065","2020-02-24",209340.96
"CH00019451","DEALER_016","2020-02-25",137538.08
"CH00016049","DEALER_011","2020-02-26",214255.12
"CH00028273","DEALER_034","2020-02-26",137392.18
"CH00038442","DEALER_055","2020-02-26",124291.93
"CH00039549","DEALER_057","2020-02-26",243387.54
"CH00051754","DEALER_086","2020-02-27",146808.32
"CH00023600","DEALER_024","2020-02-28",143117.21
"CH00036349","DEALER_051","2020-02-28",110055.89
"CH00014294","DEALER_008","2020-02-29",109944.41
"CH00053347","DEALER_088","2020-03-01",119642.82
"CH00014540","DEALER_008","2020-03-02",60946.59
"CH00017040","DEALER_012","2020-03-02",111675.55
"CH00032664","DEALER_044","2020-03-02",61835.17
"CH00040952","DEALER_061","2020-03-02",114663.85
"CH00050348","DEALER_082","2020-03-02",74834.62
"CH00051693","DEALER_085","2020-03-02",56104.96
"CH00011953","DEALER_004","2020-03-03",57803.31
"CH00015613","DEALER_010","2020-03-03",71648.70
"CH00035120","DEALER_049","2020-03-03",119874.36
"CH00048830","DEALER_078","2020-03-03",68605.50
"CH00019100","DEALER_016","2020-03-04",118800.30
"CH00050189","DEALER_081","2020-03-04",64277.32
"CH00053358","DEALER_088","2020-03-04",107458.83
"CH00046179","DEALER_071","2020-03-06",114642.80
"CH00055842","DEALER_093","2020-03-06",70080.37
"CH00054705","DEALER_091","2020-03-07",57387.82
"CH00026125","DEALER_029","2020-03-08",61880.41
"CH00046195","DEALER_071","2020-03-08",55043.40
"CH00020935","DEALER_019","2020-03-10",74645.63
"CH00021224","DEALER_020","2020-03-10",197470.82
"CH00024969","DEALER_026","2020-03-10",130781.55
"CH00041214","DEALER_061","2020-03-10",130883.32
"CH00053098","DEALER_088","2020-03-10",175417.09
"CH00058872","DEALER_098","2020-03-10",122835.45
"CH00017029","DEALER_012","2020-03-11",72907.60
"CH00020543","DEALER_018","2020-03-11",211040.42
"CH00024243","DEALER_025","2020-03-11",69046.45
"CH00055611","DEALER_092","2020-03-11",102978.07
"CH00059461","DEALER_099","2020-03-11",70496.10
"CH00014524","DEALER_008","2020-03-12",123793.08
"CH00016258","DEALER_011","2020-03-12",57545.18
"CH00018354","DEALER_014","2020-03-12",54927.29
"CH00040645","DEALER_060","2020-03-12",119940.73
"CH00019556","DEALER_017","2020-03-13",106283.13
"CH00047572","DEALER_075","2020-03-13",105261.35
"CH00058928","DEALER_098","2020-03-13",63591.15
"CH00021214","DEALER_020","2020-03-14",60691.34
"CH00053468","DEALER_089","2020-03-14",66986.88
"CH00010435","DEALER_001","2020-03-15",127249.61
"CH00040964","DEALER_061","2020-03-15",122376.44
"CH00043802","DEALER_066","2020-03-15",111578.07
"CH00050211","DEALER_081","2020-03-15",252187.81
"CH00010984","DEALER_002","2020-03-16",60079.22
"CH00015235","DEALER_009","2020-03-16",124803.99
"CH00030857","DEALER_040","2020-03-16",116007.91
"CH00058020","DEALER_097","2020-03-16",69986.49
"CH00011348","DEALER_003","2020-03-17",120290.62
"CH00056476","DEALER_094","2020-03-17",187091.12
"CH00057347","DEALER_095","2020-03-17",175209.51
"CH00031070","DEALER_040","2020-03-18",80480.63
"CH00055574","DEALER_092","2020-03-18",65548.23
"CH00056569","DEALER_094","2020-03-18",79609.37
"CH00012926","DEALER_005","2020-03-19",124734.21
"CH00031719","DEALER_042","2020-03-19",143764.83
"CH00043559","DEALER_066","2020-03-19",177371.26
"CH00048531","DEALER_077","2020-03-19",78471.62
"CH00050102","DEALER_081","2020-03-19",69832.11
"CH00030302","DEALER_038","2020-03-20",107211.73
"CH00047358","DEALER_074","2020-03-21",206281.70
"CH00022200","DEALER_021","2020-03-22",115191.77
"CH00023916","DEALER_024","2020-03-22",123501.50
"CH00042260","DEALER_063","2020-03-22",121895.02
"CH00051142","DEALER_084","2020-03-22",75619.79
"CH00057464","DEALER_096","2020-03-22",61415.95
"CH00023486","DEALER_024","2020-03-23",63713.22
"CH00048126","DEALER_076","2020-03-23",130112.99
"CH00058362","DEALER_097","2020-03-23",73263.69
"CH00010912","DEALER_002","2020-03-24",171856.68
"CH00017726","DEALER_013","2020-03-24",69945.11
"CH00036989","DEALER_053","2020-03-24",127970.14
"CH00059416","DEALER_099","2020-03-24",65660.23
"CH00050921","DEALER_083","2020-03-25",147559.45
"CH00044544","DEALER_068","2020-03-26",113085.24
"CH00044760","DEALER_068","2020-03-26",186687.73
"CH00044950","DEALER_069","2020-03-26",77117.32
"CH00046553","DEALER_072","2020-03-26",56204.71
"CH00030919","DEALER_040","2020-03-27",248596.73
"CH00051640","DEALER_085","2020-03-27",60265.74
"CH00051994","DEALER_086","2020-03-27",59424.88
"CH00016636","DEALER_012","2020-03-28",123222.05
"CH00012702","DEALER_005","2020-03-29",225416.89
"CH00043234","DEALER_065","2020-03-29",56689.43
"CH00011123","DEALER_002","2020-03-30",72197.80
"CH00021072","DEALER_019","2020-03-30",121912.77
"CH00035134","DEALER_049","2020-03-30",105220.59
"CH00035742","DEALER_050","2020-03-30",67738.64
"CH00041366","DEALER_061","2020-03-30",69964.85
"CH00024835","DEALER_026","2020-03-31",61619.29
"CH00038250","DEALER_055","2020-03-31",69305.98
"CH00042647","DEALER_064","2020-03-31",191755.97
"CH00019198","DEALER_016","2020-04-01",116136.49
"CH00027701","DEALER_033","2020-04-01",193860.20
"CH00042753","DEALER_064","2020-04-01",65342.59
"CH00028561","DEALER_035","2020-04-02",76025.91
"CH00019010","DEALER_016","2020-04-03",143674.65
"CH00040144","DEALER_059","2020-04-03",63780.33
"CH00045878","DEALER_071","2020-04-03",141887.76
"CH00056263","DEALER_094","2020-04-03",185166.67
"CH00055933","DEALER_093","2020-04-04",133641.84
"CH00034318","DEALER_047","2020-04-05",171845.65
"CH00048363","DEALER_077","2020-04-05",116751.45
"CH00058028","DEALER_097","2020-04-05",164516.00
"CH00018053","DEALER_014","2020-04-06",63776.96
"CH00021056","DEALER_019","2020-04-06",66227.23
"CH00037297","DEALER_053","2020-04-07",125394.97
"CH00045290","DEALER_070","2020-04-07",236274.27
"CH00047758","DEALER_075","2020-04-07",119283.61
"CH00010034","DEALER_001","2020-04-08",67945.27
"CH00019181","DEALER_016","2020-04-08",63400.24
"CH00021127","DEALER_019","2020-04-09",146799.21
"CH00056568","DEALER_094","2020-04-09",207012.34
"CH00010990","DEALER_002","2020-04-10",54975.32
"CH00012634","DEALER_005","2020-04-10",80336.69
"CH00033968","DEALER_047","2020-04-10",168749.11
"CH00051202","DEALER_084","2020-04-10",109541.71
"CH00018887","DEALER_015","2020-04-11",117461.43
"CH00050256","DEALER_082","2020-04-11",126881.15
"CH00055061","DEALER_092","2020-04-11",64696.04
"CH00027760","DEALER_033","2020-04-12",140319.36
"CH00031934","DEALER_042","2020-04-12",131023.41
"CH00044907","DEALER_069","2020-04-12",62586.03
"CH00051744","DEALER_086","2020-04-12",128960.01
"CH00026073","DEALER_029","2020-04-13",205861.58
"CH00055443","DEALER_092","2020-04-14",178602.26
"CH00019225","DEALER_016","2020-04-15",75169.87
"CH00020163","DEALER_018","2020-04-15",133184.93
"CH00059276","DEALER_099","2020-04-15",173481.48
"CH00025480","DEALER_027","2020-04-16",228951.19
"CH00030820","DEALER_039","2020-04-16",54576.51
"CH00028843","DEALER_035","2020-04-17",193869.36
"CH00021041","DEALER_019","2020-04-19",62738.81
"CH00041806","DEALER_062","2020-04-19",249335.02
"CH00047867","DEALER_076","2020-04-19",132404.23
"CH00016481","DEALER_011","2020-04-20",213636.17
"CH00024421","DEALER_025","2020-04-20",70670.33
"CH00053266","DEALER_088","2020-04-21",123876.59
"CH00053376","DEALER_088","2020-04-21",104801.92
"CH00013354","DEALER_006","2020-04-23",110621.47
"CH00026812","DEALER_031","2020-04-23",128218.77
"CH00028266","DEALER_034","2020-04-23",65618.21
"CH00034419","DEALER_048","2020-04-23",131110.17
"CH00055400","DEALER_092","2020-04-23",65427.91
"CH00045867","DEALER_071","2020-04-24",225252.96
"CH00010264","DEALER_001","2020-04-25",56915.20
"CH00037267","DEALER_053","2020-04-25",188066.69
"CH00024471","DEALER_025","2020-04-26",103709.70
"CH00025738","DEALER_028","2020-04-26",186161.09
"CH00045467","DEALER_070","2020-04-26",70695.24
"CH00015085","DEALER_009","2020-04-27",71694.33
"CH00040071","DEALER_058","2020-04-27",149021.37
"CH00049799","DEALER_081","2020-04-27",62224.69
"CH00022092","DEALER_021","2020-04-28",55301.87
"CH00027792","DEALER_033","2020-04-28",119561.06
"CH00021099","DEALER_019","2020-04-29",76862.84
"CH00054312","DEALER_090","2020-04-29",128990.23
"CH00013096","DEALER_006","2020-04-30",117927.01
"CH00055717","DEALER_093","2020-04-30",117867.96
"CH00014845","DEALER_009","2020-05-01",124843.19
"CH00018236","DEALER_014","2020-05-01",127961.42
"CH00033602","DEALER_046","2020-05-01",64959.87
"CH00054192","DEALER_090","2020-05-01",115434.18
"CH00056363","DEALER_094","2020-05-01",75009.14
"CH00014211","DEALER_008","2020-05-02",223903.91
"CH00056275","DEALER_094","2020-05-02",120686.97
"CH00021711","DEALER_020","2020-05-03",123285.67
"CH00015662","DEALER_010","2020-05-04",77749.73
"CH00022291","DEALER_021","2020-05-04",115141.75
"CH00034121","DEALER_047","2020-05-04",76194.21
"CH00049507","DEALER_080","2020-05-04",136015.67
"CH00016309","DEALER_011","2020-05-05",56630.46
"CH00017249","DEALER_013","2020-05-05",141136.85
"CH00022522","DEALER_022","2020-05-05",204760.48
"CH00032521","DEALER_044","2020-05-06",103828.21
"CH00054701","DEALER_091","2020-05-06",76113.21
"CH00014169","DEALER_008","2020-05-07",64464.35
"CH00028788","DEALER_035","2020-05-07",65625.80
"CH00030745","DEALER_039","2020-05-07",115939.44
"CH00039660","DEALER_058","2020-05-07",65062.93
"CH00046416","DEALER_072","2020-05-07",185290.34
"CH00056653","DEALER_094","2020-05-07",198016.11
"CH00010140","DEALER_001","2020-05-08",121919.71
"CH00017824","DEALER_013","2020-05-08",72121.94
"CH00021074","DEALER_019","2020-05-08",70693.55
"CH00032446","DEALER_043","2020-05-08",109958.12
"CH00040481","DEALER_059","2020-05-08",197040.76
"CH00059670","DEALER_100","2020-05-08",72808.53
"CH00024702","DEALER_026","2020-05-09",77244.52
"CH00022895","DEALER_023","2020-05-10",63293.19
"CH00048326","DEALER_077","2020-05-10",64285.77
"CH00017772","DEALER_013","2020-05-11",61758.48
"CH00020612","DEALER_018","2020-05-11",146563.93
"CH00032170","DEALER_043","2020-05-13",106119.60
"CH00049293","DEALER_079","2020-05-13",62456.68
"CH00057494","DEALER_096","2020-05-14",62420.33
"CH00010651","DEALER_002","2020-05-15",199469.65
"CH00035546","DEALER_050","2020-05-15",192601.99
"CH00047948","DEALER_076","2020-05-15",149024.78
"CH00059533","DEALER_100","2020-05-15",75707.67
"CH00037136","DEALER_053","2020-05-16",72789.48
"CH00054026","DEALER_089","2020-05-16",127134.45
"CH00032321","DEALER_043","2020-05-17",68303.68
"CH00052242","DEALER_087","2020-05-17",216815.40
"CH00014201","DEALER_008","2020-05-18",76769.51
"CH00042523","DEALER_064","2020-05-19",62040.66
"CH00054595","DEALER_091","2020-05-19",67796.91
"CH00026847","DEALER_031","2020-05-20",194492.11
